u,g,r,i,z,class,redshift,redshift_err
19.43662,17.59132,16.57449,16.06407,15.6697,GALAXY,0.07204402,2.410398E-05
19.1869,17.07793,16.03355,15.52365,15.12032,GALAXY,0.07207149,1.7825E-05
18.22709,16.15041,15.07285,14.57196,14.19689,GALAXY,0.09376729,1.898209E-05
19.35139,18.13973,17.30141,16.80046,16.48305,GALAXY,0.09653717,1.390517E-05
19.54225,18.40664,17.82269,17.4341,17.26038,GALAXY,0.08795684,7.242807E-06
19.51991,18.37838,17.87787,17.58082,17.45397,GALAXY,0.08779156,7.19708E-06
18.48317,16.74981,15.99095,15.61019,15.38804,GALAXY,0.07174163,1.256232E-05
19.35567,19.16674,18.83053,18.74405,18.61226,QSO,0.8236775,0.07558035
18.14724,16.96028,16.31061,15.91915,15.69506,GALAXY,0.1199472,9.299665E-06
19.5698,19.22444,19.12321,19.05306,18.91992,QSO,2.187967,0.0001994986
19.50633,17.69065,16.6996,16.21104,15.8069,GALAXY,0.0630479,1.709645E-05
18.53085,16.5696,15.63575,15.19359,14.81316,GALAXY,0.03673035,1.177751E-05
17.86945,15.94067,14.97828,14.50247,14.08414,GALAXY,0.03070351,1.414706E-05
18069,17.11625,16.7355,16.60067,16.48258,GALAXY,0.02170876,5.207488E-06
19.26396,17.1978,16.1452,15.62739,15.22929,GALAXY,0.03073909,1.349196E-05
18.24334,15.90764,14.76567,14.24774,13.84864,GALAXY,0.06251308,1.647867E-05
18.91808,17.66467,16.97991,16.55797,16.32081,GALAXY,0.1215208,8.370138E-06
18.98907,17.97828,17.44428,17.2526,17.09242,GALAXY,0.03704123,7.12147E-06
18.90579,17.75234,17.12903,16.70868,16.45255,GALAXY,0.1258022,7.236792E-06
19.48225,18.37322,17.71366,17.33484,17.12555,GALAXY,0.0921103,1.568625E-05
19.08118,17.1839,16.29133,15.87014,15.53457,GALAXY,0.06468253,1.364564E-05
19.41534,18.26979,17.25923,16.81084,16.52414,GALAXY,0.2274882,4.557537E-05
18.99685,17.2292,16.37383,15.92731,15.5997,GALAXY,0.08561133,1.6626E-05
16.58159,15.35605,14.77637,14.43936,14.18647,GALAXY,0.04565335,1.121639E-05
19.1377,17.66365,16.82625,16.39419,16.08918,GALAXY,0.1462476,1.928637E-05
17.45574,16.64223,16.31715,16.12166,15.90564,GALAXY,0.08336419,1.384883E-05
18.16179,16.81291,16.19161,15.75486,15.56207,GALAXY,0.08368891,7.764301E-06
18.82457,17.66116,17.07932,16.61333,16.42333,GALAXY,0.1110355,6.787172E-06
18.94518,18.69357,18.69725,18.82935,18.7648,QSO,0.740679,0.0001527584
18.36806,17.34696,16.98669,16.72258,16.52581,GALAXY,0.0475889,7.148398E-06
18.53913,17.45448,16.96311,16.6034,16.47992,GALAXY,0.0842066,8.564774E-06
19.20826,17.84887,17.22026,16.84629,16.62019,GALAXY,0.08793307,1.470786E-05
19.4167,17.41965,16.4329,15.99358,15.60899,GALAXY,0.08821983,2.090075E-05
17.5752,15.60245,14.63883,14.21344,13.85449,GALAXY,0.08395238,1.391316E-05
19.46765,18.27505,17.58648,17.20614,16.94212,GALAXY,0.1248562,9.581199E-06
18.53193,16.55182,15.60538,15.06845,14.60923,GALAXY,0.02094694,1.798582E-05
18.89431,18.5438,18.67751,18.43891,18.35556,QSO,0.5121477,3.005164E-05
18.30225,16.33124,15.45522,15.04751,14.71332,GALAXY,0.06491762,1.224447E-05
18.19977,16.18921,15.25671,14.82799,14.46648,GALAXY,0.06502754,1.341729E-05
18.56549,17.29849,16.68588,16.31239,16.0597,GALAXY,0.06383968,8.204728E-06
19.39238,17.45203,16.29842,15.80721,15.45848,GALAXY,0.1391702,2.509419E-05
18.71194,17.38428,16.72403,16.34995,16.0904,GALAXY,0.06983577,1.505305E-05
19.5783,18.41521,17.78778,17.40689,17.21641,GALAXY,0.08886553,9.303222E-06
19.39994,17.53634,16.31017,15.82615,15.41727,GALAXY,0.1697427,3.191647E-05
19.19294,17.78123,16.92525,16.47978,16.14956,GALAXY,0.1247119,1.283634E-05
18.97684,17.78158,17.18732,16.76418,16.50223,GALAXY,0.07280485,7.086761E-06
19.3397,17.51147,16.53505,16.11361,15.77571,GALAXY,0.1054762,2.380635E-05
17.49319,15.53202,14.58186,14.11206,13.79795,GALAXY,0.04526348,1.081581E-05
19.24612,17.79707,17.1165,16.71693,16.42833,GALAXY,0.04565933,1.949134E-05
17.52312,16.11988,15.57625,15.25449,15.03674,GALAXY,0.04281429,1.195584E-05
19.0446,17.59115,16.84054,16.42082,16.12059,GALAXY,0.09491993,1.286684E-05
18.98666,17.66356,16.99842,16.6274,16.36504,GALAXY,0.08966059,1.379847E-05
18.87419,17.43731,16.71679,16.30246,16.0468,GALAXY,0.09239345,1.100459E-05
18.72972,17.72304,17.39474,17.12132,17.04659,GALAXY,0.09199978,6.617392E-06
19.26116,17.29478,16.3337,15.88839,15.53391,GALAXY,0.09193879,1.936384E-05
18.40213,16.41165,15.42901,14.9765,14.6189,GALAXY,0.09008988,1.703601E-05
19.38931,17.99117,17408,17.10687,16.81655,GALAXY,0.03264355,9.332803E-06
18.88476,17.13399,16238,15.78741,15.45085,GALAXY,0.09508175,2.548972E-05
18.88212,17.80796,17.38452,17.13389,17.00496,GALAXY,0.03270648,5.96962E-06
19.03924,17.2045,16.2881,15.84864,15.48375,GALAXY,0.08995679,1.962687E-05
17.82291,15.90147,15.01124,14.57618,14.21995,GALAXY,0.03283051,1.073384E-05
19.25753,17.87042,17.3089,16.9436,16.73668,GALAXY,0.09086309,8.537709E-06
18.24066,17.00006,16.43088,16.08917,15.8874,GALAXY,0.09214547,1.163381E-05
18.89238,17.47035,16.74111,16.36437,16.09167,GALAXY,0.105979,1.992205E-05
19.3041,17.5848,16.83829,16.47711,16.16986,GALAXY,0.03320398,2.169639E-05
18.94403,17.45961,16.78061,16.41189,16.11902,GALAXY,0.03290842,1.222709E-05
19.55542,18.25061,17.66239,17.30381,17.06529,GALAXY,0.0876964,1.486108E-05
19.25479,18.9971,18.79082,18.79543,18.17451,QSO,0.3531286,5.374793E-05
18.14175,17.0565,16.6244,16.33493,16.11714,GALAXY,0.04470943,7.166781E-06
18.55571,17.59396,17.31275,17.1161,16966,GALAXY,0.03437575,5.188279E-06
19.02248,17.70184,16.87636,16.44436,16.12657,GALAXY,0.09303447,1.526825E-05
19.44071,17.99485,17.35039,16.9758,16.69045,GALAXY,0.06566764,3.358705E-05
19.15952,18.16098,17.66097,17.22655,17.11056,GALAXY,0.1226908,6.065366E-06
18.38039,17.02025,16.38287,16.03368,15.77508,GALAXY,0.0695365,2.022307E-05
17.58076,16.14459,15.45339,15.06927,14.79169,GALAXY,0.02147727,2.440184E-05
19.56834,17.50851,16.57809,16.14628,15.78695,GALAXY,0.06686294,1.876313E-05
18.68678,16.87318,16.00538,15.52333,15.22159,GALAXY,0.04634656,1.528484E-05
18.40841,16.8315,16.1427,15.72289,15.4353,GALAXY,0.04651895,1.145981E-05
17.59139,15.65117,14.7907,14.38917,14.0597,GALAXY,0.04611932,1.088276E-05
18.97622,17.1353,16.13906,15.59054,15.15579,GALAXY,0.06765883,1.478371E-05
19.13956,17.72922,17.07084,16.69475,16.45877,GALAXY,0.09510874,1.446831E-05
19.33711,19.14166,19.0842,18.97961,19.14692,QSO,1.472574,0.0005887188
19.15821,17.90839,17.3036,16.9591,16.70657,GALAXY,0.09613377,1.422849E-05
19.41986,18.11188,17.27835,16.84462,16.53673,GALAXY,0.1630619,1.818815E-05
19.24751,17.92151,17.24562,16.83669,16.62273,GALAXY,0.09551515,9.36243E-06
19.36192,18.06216,17.39112,16.99921,16.70862,GALAXY,0.09585194,1.010206E-05
18.39648,16.48265,15.50276,14.97335,14.58469,GALAXY,0.0957908,2.792123E-05
19.49632,17.59388,16.67482,16.25166,15.95042,GALAXY,0.09504843,1.983458E-05
19.45274,17.62178,16.68552,16.27155,15.9206,GALAXY,0.09546287,1.803741E-05
18.45212,16.89779,16.04317,15.65277,15.35365,GALAXY,0.09588677,2.154299E-05
19.30342,17.38579,16.42225,15.99919,15.64936,GALAXY,0.09656405,2.581096E-05
19.27068,18.5268,18.12876,17.75474,17.72392,GALAXY,0.1375496,7.305613E-06
18951,17.08533,16.11569,15.69776,15.33339,GALAXY,0.09537001,1.728916E-05
17.89386,16.11245,15.34051,15.00042,14.70411,GALAXY,0.09642068,1.24861E-05
18.70498,17.23423,16.5517,16.18321,15.91227,GALAXY,0.06256203,1.967384E-05
18.99524,17.87855,17.19045,16.82093,16.56422,GALAXY,0.1512586,1.123167E-05
18.59652,17.28157,16.71329,16.36005,16.12741,GALAXY,0.05838413,8.867702E-06
17.95627,16.46152,15.72164,15.30538,15.0177,GALAXY,0.06864782,1.323025E-05
19.04204,17.87724,17.45017,17.21807,17.22886,GALAXY,0.05841528,2.878653E-05
18.73601,16.59921,15.56108,15.12695,14.77491,GALAXY,0.098474,1.809922E-05
19.52077,17.50807,16.52395,16.08269,15.73608,GALAXY,0,0
19.33492,17.25626,16.32616,15.91549,15.54986,GALAXY,0.08873131,2.571017E-05
18.18003,16.07295,15.08006,14.62374,14.25727,GALAXY,0.09037467,1.869781E-05
19.12968,17.53014,16.70312,16.30732,16.00915,GALAXY,0.09169753,3.069518E-05
18.86843,17.42523,16.59959,16.16429,15.83184,GALAXY,0.09730428,1.101115E-05
18.68823,17.60337,17.32386,17.12174,17.00394,GALAXY,0.0463312,4.476141E-06
19.52407,18.15866,17.44809,17.07915,16.8003,GALAXY,0.09289638,1.281481E-05
19.28799,17.44256,16.54024,16.12604,15.78613,GALAXY,0.09554408,2.172227E-05
19.34353,18.01985,17.20665,16.78012,16.49426,GALAXY,0.1442524,2.341199E-05
19.09596,17.07662,16.16983,15.72136,15.34942,GALAXY,0.05991426,1.518794E-05
19.44706,18.06446,17.47818,17.14834,16.89766,GALAXY,0.1043095,3.527876E-05
19.10702,19.07256,18.79198,18.64582,18.07549,QSO,0.3372652,3.949283E-05
19.03104,18.46669,18.11303,18.04101,17.43849,QSO,0.3449105,5.437472E-05
18.58894,17.37458,16.94893,16.7297,16.77008,GALAXY,0.03401261,2.866319E-05
19.40503,17.48724,16.53689,16.08374,15.7189,GALAXY,0.0655472,1.731218E-05
19.50942,17.5641,16.60739,16.10064,15.76186,QSO,0.06103761,1.419053E-05
18.86834,16.95402,16.02207,15.63129,15.29396,GALAXY,0.09719408,1.318998E-05
17.47514,17.1777,17.26732,17.14123,17.01388,QSO,0.4721933,4.609473E-05
19.49016,17.42079,16.39831,15.94012,15.59898,GALAXY,0.10635,2.403257E-05
18.86559,17.71045,17.14646,16.80064,16.58384,GALAXY,0.1159922,7.927111E-06
18.5357,17.00667,16.24452,15.79603,15.44891,GALAXY,0.02687238,2.027675E-05
19.39856,19.26849,19.33488,19.18518,19.18066,QSO,1.706908,0.0005977244
18.38317,17.50202,17.17035,16.86652,16.79225,GALAXY,0.09238252,7.74014E-06
19.45546,17.38508,16.40328,16008,15.65703,GALAXY,0.09214747,1.635305E-05
18.62155,17.59647,17.19559,16.84846,16.7696,GALAXY,0.1063039,6.645298E-06
18.59765,18.6521,18.7919,18.57707,18.62512,QSO,1.79243,0.0001897882
19.08149,18.95305,18.73303,18.7544,18.91279,QSO,1.225584,0.0003647779
19.49247,18.27186,17.67336,17.29617,17.17969,GALAXY,0.09667496,7.343619E-06
18.6398,16.96992,16.11255,15.66947,15.3528,GALAXY,0.08166928,1.295325E-05
19.28194,19.23016,19.28615,18.97676,19.0005,QSO,1.837352,0.0004068881
18.67766,17.61283,17.1368,16.81359,16.71619,GALAXY,0.07851418,8.841411E-06
17.68674,17.57987,17.60952,17.56364,17.50025,QSO,0.781316,0.0001316251
18.9411,17.78809,17.40729,17.1468,17.02588,GALAXY,0.07624263,5.676424E-06
18.56033,17.50507,17.08874,16.8504,16.72787,GALAXY,0.04673617,5.759671E-06
18.29154,16.80487,16.09341,15.69117,15.38921,GALAXY,0.04773903,1.186731E-05
19.50467,17.92587,17.00356,16.54153,16.24052,GALAXY,0.1223627,1.710589E-05
18.47037,17.53071,17.2868,17.01111,16.96537,GALAXY,0.05071805,6.926347E-06
18.97057,18.26942,17.92256,17.78985,17.75971,QSO,1.613113,0.0003373014
18.58512,18.51245,18.39355,18.48731,18.49156,QSO,1.037556,0.0004594602
19.05081,17.87155,17.56164,17.34752,17.18256,GALAXY,0.05091221,8.811236E-06
19.18494,17.28407,16.41079,16.0036,15.70586,GALAXY,0.06512749,1.307837E-05
19.36398,18.23215,17.71755,17.44221,17.26658,GALAXY,0.04663557,7.957196E-06
19.46527,17.84728,17.00071,16.56581,16.20629,GALAXY,0.07831088,2.122711E-05
18.60505,18.47435,18.28385,18.2323,17.98092,QSO,0.2605557,2.117942E-05
18.7316,17.16929,16.32709,15.90482,15.58347,GALAXY,0.1082572,1.605212E-05
18.85092,17.8003,17.38019,17.08022,16.96084,GALAXY,0.1060249,7.069492E-06
18.90402,17.82046,17.34101,16.99659,16.90034,GALAXY,0.07684836,9.296771E-06
19.45207,17.90011,17.12343,16.69268,16.41748,GALAXY,0.08663627,1.042336E-05
19.52228,18.24899,17.43544,17.03783,16.73029,GALAXY,0.1255717,9.308772E-06
18.54271,17.27787,16.60561,16.18599,15.92697,GALAXY,0.1253994,9.180289E-06
19.09117,17.66682,16.99706,16.61103,16.42002,GALAXY,0.1080196,8.397066E-06
19.29499,17.98199,17.36521,16.99278,16.78226,GALAXY,0.06927862,8.698311E-06
19.40217,17.86893,17.04009,16.60195,16.28606,GALAXY,0.07601459,9.784359E-06
18.06726,17.92133,17.76799,17.83525,17.74435,QSO,0.9460756,0.0002688471
19.50043,17.63478,16.67795,16.23649,15.87566,GALAXY,0.0857684,2.605964E-05
18.40487,16.63045,15.75376,15.31119,14.98012,GALAXY,0.07740269,1.213622E-05
16.8217,15.39749,14.7041,14.35087,14.09083,GALAXY,0.02065824,1.201931E-05
17.94147,16.64837,15.99603,15.60399,15.34815,GALAXY,0.08105004,7.209139E-06
19.5569,17.67873,16.73542,16.30517,15.9779,GALAXY,0.08103441,1.575753E-05
19.45431,19.38659,19.08585,19.21829,19.16345,QSO,1.139423,0.0003259277
17.80905,17.73521,17.55121,17.52088,17.5568,QSO,1.170511,0.0003665833
18.62566,17.04097,16.21627,15.79984,15.50732,GALAXY,0.1084199,2.608269E-05
18.84713,17617,17.10948,16.79987,16.62567,GALAXY,0.07669608,1.259697E-05
19.38721,17.48886,16.51007,16.0798,15.71995,GALAXY,0.1050408,2.774283E-05
18.32692,16.6465,15.82185,15.40139,15.06009,GALAXY,0.06206989,1.109545E-05
17.56973,16.32262,15.72408,15.36903,15.09881,GALAXY,0.03859494,1.094789E-05
19.4206,17.44215,16.43345,15.9979,15.61856,GALAXY,0.1043807,1.910306E-05
18.00587,16.0048,15.0431,14.58959,14.23966,GALAXY,0.07746531,1.34626E-05
19.1726,17.76595,17.01738,16.63472,16.33071,GALAXY,0.09988375,1.025392E-05
18.23926,16.83808,16.09584,15.69657,15.40769,GALAXY,0.08648984,1.247308E-05
18.68775,16.85311,15.90634,15.42296,15.06543,GALAXY,0.08165723,1.622626E-05
18.99557,17.42066,16.65964,16.26221,16.01869,GALAXY,0.1001546,2.34019E-05
19.4666,17.53652,16.39697,15.95339,15.61715,GALAXY,0.1579932,3.456918E-05
19.42961,17.47423,16.47305,16.05398,15.69512,GALAXY,0.1018424,2.406046E-05
19.19458,17.96465,17.45418,17.03413,16.81477,GALAXY,0.1025957,9.683108E-06
19.07282,17.14698,16.0901,15.65422,15.28588,GALAXY,0.1300623,2.156396E-05
19.38331,17.71521,17.00636,16.62321,16.38642,GALAXY,0.101753,2.259383E-05
18.91463,18.68842,18.58499,18.67504,18.58196,QSO,0.9205821,0.0002963641
19.01916,17.30886,16.46382,16.0544,15.75863,GALAXY,0.09181108,1.537756E-05
17.99419,16.04183,15.17218,14.75099,14.41978,GALAXY,0.04060059,1.411233E-05
19.33751,19.20761,18.97289,19.08986,19.06269,QSO,1.058075,0.0006476364
19.4235,18.18264,17.56283,17.20606,17.00388,GALAXY,0.1203009,1.21431E-05
19.0899,17.76341,17.24146,17.00793,16.83401,GALAXY,0.0201692,7.196747E-06
19.27569,17.79387,17.02179,16.6461,16.32368,GALAXY,0.09551441,1.740195E-05
18.24139,16.49369,15.71834,15.34088,15.0519,GALAXY,0.03664962,1.305899E-05
18.28291,16.8458,16.09935,15.7184,15.42358,GALAXY,0.1003528,2.35024E-05
19.55315,17.69362,16.72261,16.30935,15.98058,GALAXY,0.09858389,2.650839E-05
19.13366,17.96026,17.41145,17.06021,16.84466,GALAXY,0.09701574,7.596906E-06
19.36342,17.70638,16.84879,16.42043,16.09499,GALAXY,0.07994021,3.178772E-05
17.7507,16.62436,16.1385,15.88479,15.66244,GALAXY,0.02035251,8.482099E-06
18.96952,17.8128,17.47987,17.31396,17.22799,GALAXY,0.02029996,2.536336E-05
19.05674,18.01649,17.68335,17.39567,17.35928,GALAXY,0.08239564,5.802775E-06
19.34189,18.53934,18.18991,17.77414,17.71549,GALAXY,0.08243393,6.883877E-06
19.20143,18.14346,17.69785,17.38174,17.16788,GALAXY,0.06340092,4.897044E-06
17.86797,16.85498,16.47099,16.27416,16.13979,GALAXY,0.02046719,1.037573E-05
18.4205,17.19726,16.82819,16.53024,16.46535,GALAXY,0.09560666,5.958068E-06
19.43274,17.49558,16.57965,16.15827,15.82523,GALAXY,0.09559756,1.524608E-05
18.05851,16.99254,16.44869,16.09596,15.87446,GALAXY,0.08232234,6.54167E-06
18.62027,17.40614,16.85332,16.50364,16.29497,GALAXY,0.08252151,5.19989E-06
19.04715,18.06803,17.70472,17.46317,17.29721,GALAXY,0.04987235,6.251904E-06
18.60609,17.75529,17.5005,17.21032,17.15631,GALAXY,0.0821519,5.775888E-06
19.04861,16.99914,15.92885,15.47555,15.0897,GALAXY,0.125301,2.060201E-05
18.75351,17.79811,17.36535,17.07306,16.91539,GALAXY,0.09356647,6.499731E-06
16.05559,14.38737,13.6283,13.23638,12.95073,GALAXY,0.02104107,8.100778E-06
18.99725,17.79724,17.18187,16.84208,16.62054,GALAXY,0.08899605,1.275969E-05
18.38026,18.47488,18.52525,18.23689,18.21683,QSO,1.874411,0.0002473314
19.52931,19.22826,19.03535,18.85903,18.6998,QSO,0.4569117,6.959138E-05
19.08387,18.97317,18.83302,18.64717,18.42493,QSO,2.013801,0.0003784014
19.55316,18.16795,17.34881,16.92028,16.57115,GALAXY,0.1173685,1.154388E-05
19.58615,18.46032,17.75759,17.35834,17.13989,GALAXY,0.1851972,1.019365E-05
19.38513,17.74258,16.89299,16.41723,16.06977,GALAXY,0.08273352,1.795038E-05
18.64236,17.65844,17.08075,16543,16.3355,GALAXY,0.1035479,3.423694E-06
19.34769,18.12269,17.70612,17.42069,17.32476,GALAXY,0.0831046,9.313877E-06
19.31012,19.24617,19.29328,19.09631,19.18422,QSO,1.712173,0.0003853453
18.67687,17.57505,17.09365,16.81913,16.61357,GALAXY,0.03349871,7.411796E-06
19.37464,17.14057,15.95242,15.48241,15.11852,GALAXY,0.1588948,2.020728E-05
18.38274,17.16205,16.74698,16.5296,16.33767,GALAXY,0.02962338,1.261805E-05
19.57124,18.37041,17.75352,17.36376,17.11665,GALAXY,0.1493688,1.004286E-05
19.13233,17.83743,17.24699,16.90425,16.61663,GALAXY,0.07959109,1.208474E-05
19.06283,17.8539,17.0913,16.6582,16.38414,GALAXY,0.1590762,1.07095E-05
17.72758,16.86064,16.57053,16.23064,16.17709,GALAXY,0.07311461,5.316827E-06
18.56378,16.89931,16.03355,15.58331,15.33794,GALAXY,0.1169216,1.320755E-05
18.65488,17.34237,16.79778,16.49659,16.24572,GALAXY,0.0329398,1.859143E-05
18.78919,17.82208,17.53791,17.34827,17.26361,GALAXY,0.04669247,7.99642E-06
19282,17.82177,17.06949,16.65561,16.38814,GALAXY,0.07888185,1.399158E-05
19.12142,17.81352,17.21663,16.8503,16.61162,GALAXY,0.05372864,8.288844E-06
19.18987,17.97575,17.44754,17.1133,16.93735,GALAXY,0.06210537,9.957571E-06
19.12238,18.05702,17.33685,16.91962,16.66953,GALAXY,0.1169424,1.499953E-05
19.0302,18.76425,18.65199,18.82015,18.65786,QSO,0.8953325,0.0001558371
19.35819,18.0386,17.04889,16.57414,16.22415,GALAXY,0.1905843,3.28617E-05
18.56377,17.20022,16.38449,15.94412,15.61874,GALAXY,0.1179373,2.276053E-05
19.24487,17.94661,17.17638,16.73503,16.44909,GALAXY,0.1031611,7.692401E-06
19.48257,18.01198,17.05056,16.61533,16.34703,GALAXY,0.1633082,2.549069E-05
18.97819,17.28354,16.32373,15.89531,15.5463,GALAXY,0.114918,2.861642E-05
19.48188,18.25622,17.77069,17.53596,17.26349,GALAXY,0.02440855,1.887093E-05
16.93694,15.50322,14.80746,14.45445,14.19735,GALAXY,0.02473719,1.193621E-05
18.57655,18.39538,18.30944,18.42952,18.41334,QSO,0.9257374,0.00017899
18.04154,16.89675,16.44096,16.16886,16.02951,GALAXY,0.05403657,7.599618E-06
17.36736,15.56567,14.7071,14.31635,13.99907,GALAXY,0.0247677,8.313689E-06
19.16934,17.89831,17.23631,16.86264,16.6433,GALAXY,0.1051881,1.43491E-05
18.68796,17.34869,16.69177,16.31319,16.07411,GALAXY,0.07393215,1.674297E-05
19.39651,18.17157,17.6583,17.32038,17.09888,GALAXY,0.05484386,1.174684E-05
17.91054,16.01636,15.15047,14.74799,14.41321,GALAXY,0.05312244,1.076967E-05
16.90261,14.86455,13.94445,13.48778,13.1531,GALAXY,0.05385043,1.364762E-05
19.06582,17.13796,16.25829,15.85007,15.51161,GALAXY,0.05257575,1.557923E-05
19.0983,17.34812,16.48849,16.04853,15.71999,GALAXY,0.05477432,1.417101E-05
19.21972,17.75347,17.05206,16.68152,16.41764,GALAXY,0.08305207,1.533555E-05
18.85443,18.0968,17.75281,17.62225,17.46928,GALAXY,0.02532009,5.365514E-06
18.33852,17.65075,17.59324,17.51377,17.30345,QSO,2.368104,0.000259157
18.67809,17.57128,17.28152,17.02172,17.07775,GALAXY,0.02541754,8.949433E-06
19.2363,17.78179,17.03972,16.61317,16.3204,GALAXY,0.07704814,1.205061E-05
17.0147,15.99366,15.48615,15.22001,14.9992,GALAXY,0.0257723,6.892671E-06
18.69607,17.20348,16.34765,15.89772,15.54553,GALAXY,0.1226594,2.16831E-05
18.44279,18.18892,18.08051,18.15056,17.96408,QSO,0.8201946,0.0001036546
17.0012,15.13894,14.2742,13.84731,13.52538,GALAXY,0.03777667,1.254393E-05
18.86874,18.5908,18.66743,18.54098,18.55605,QSO,0.5518546,0.0001323872
19.09467,18.04354,17.51385,17.18889,16.99958,GALAXY,0.1270055,1.054279E-05
19.42079,17.95425,17.19159,16.74849,16.46587,GALAXY,0.0858703,9.966859E-06
19.23596,17.94402,17.38633,17.06179,16.88092,GALAXY,0.08612453,1.38571E-05
19.5481,19.34572,19.06902,19.08941,19.15995,QSO,1.088787,0.0008234737
18.89009,17.30972,16.54144,16.14018,15.85692,GALAXY,0.0824898,2.471448E-05
19.13045,18.07554,17.39876,17.05037,16.81816,GALAXY,0.1494965,2.423335E-05
19.12783,17.06174,16.08226,15.63881,15.2848,GALAXY,0.08386301,1.931927E-05
19.18164,17.60728,16.72155,16.29182,15.97524,GALAXY,0.1285111,3.249155E-05
19.55068,19.3298,19.21752,19.0206,19.09213,QSO,1.540834,0.0006340094
18.42219,17.16605,16.64441,16.33321,16.13047,GALAXY,0.03876558,2.010182E-05
18.57936,18.35696,18.2226,18.15683,17.98657,QSO,2.068869,0.0005177279
19.47774,18.12811,17.4746,17.09704,16.82658,GALAXY,0.0545384,8.55801E-06
18.64782,17582,17.13972,16.86729,16.71394,GALAXY,0.0550021,1.396954E-05
18.58862,17.16551,16.52107,16.13058,15.87032,GALAXY,0.05239152,1.28913E-05
19.35701,17.56778,16.64505,16.1771,15.82369,GALAXY,0.1018694,1.999953E-05
19.53675,17.82798,16.91243,16.45795,16.09894,GALAXY,0.1021917,2.689529E-05
19.21671,18.9325,18.60275,18536,18.5795,QSO,1.155211,0.0002955667
18.46124,18.01889,17.93883,17.95387,18.06288,QSO,1.561184,0.0002451073
17.84077,16.87843,16.57702,16.31578,16.21686,GALAXY,0.05522292,5.190143E-06
18.92693,17.66947,17.09922,16.77706,16.58121,GALAXY,0.05174529,1.26986E-05
18.97566,17.92051,17.41719,17.21675,17.00294,GALAXY,0.01375247,4.464729E-06
19.59624,18.08451,17.35725,16.95736,16.66721,GALAXY,0.1005725,1.8007E-05
19.3097,18.25607,17.87624,17.61627,17.47039,GALAXY,0.05328115,6.51925E-06
18.86248,17.44011,16705,16.3257,16.0315,GALAXY,0.08353408,1.786532E-05
18.78785,18.30362,18.27008,18.29172,18.16545,QSO,2.286649,0.0002576468
16.67291,14.77181,13.92512,13.52125,13.19177,GALAXY,0.03034461,8.436979E-06
19.0734,17.97359,17.43204,17.0815,16.89786,GALAXY,0.09888055,7.428907E-06
18.79421,16.76906,15.84059,15.38423,15.0123,GALAXY,0.05357988,1.461246E-05
17.95699,16.92615,16.49777,16.35885,16.11845,GALAXY,0.02946364,1.07075E-05
19.23084,18.09652,17.59279,17.23322,17.06779,GALAXY,0.05468533,6.576165E-06
18.55262,16.65827,15.77131,15.38226,15.03346,GALAXY,0.06053828,1.671994E-05
18.98405,17.18765,16.27945,15.86797,15.5207,GALAXY,0.1041929,1.853197E-05
18.82613,18.33876,18.01133,17.90259,17.66162,QSO,0.8087116,0.000142362
19.25578,18.06403,17.47745,17.11109,16.93732,GALAXY,0.08797427,7.603166E-06
18.13594,16.34063,15.49986,15.0692,14.7437,GALAXY,0.03023978,1.469679E-05
18.74554,17.83612,17.54058,17.38932,17.30185,GALAXY,0.02985582,4.559332E-06
19.50129,17.4714,16.47805,16.0424,15.69495,GALAXY,0.1041485,1.650977E-05
